layer,ground_truth_prob,top_1_prob,category,prompt_id
0,1.7712754925014451e-06,0.01126937661319971,movies,p_192
1,7.32124931346334e-07,0.020934736356139183,movies,p_192
2,1.937483148140018e-06,0.01076536625623703,movies,p_192
3,8.194093425117899e-06,0.023541634902358055,movies,p_192
4,8.043318302952684e-06,0.018498390913009644,movies,p_192
5,2.9497914511011913e-06,0.011276536621153355,movies,p_192
6,9.880407105811173e-07,0.021897828206419945,movies,p_192
7,8.808290658635087e-06,0.008699634112417698,movies,p_192
8,3.1032509468786884e-06,0.011928302235901356,movies,p_192
9,1.8225715621156269e-06,0.013027394190430641,movies,p_192
10,3.189938979630824e-07,0.014903063885867596,movies,p_192
11,4.088514415911959e-08,0.056865330785512924,movies,p_192
12,2.8334133617136104e-07,0.05370952561497688,movies,p_192
13,6.600117785637849e-07,0.06025685742497444,movies,p_192
14,4.765828123254323e-07,0.026313671842217445,movies,p_192
15,1.0264998309139628e-06,0.00602850504219532,movies,p_192
16,1.9580615173708793e-07,0.01024619210511446,movies,p_192
17,3.206261567356705e-07,0.015480645932257175,movies,p_192
18,1.6165104455012624e-07,0.004183962009847164,movies,p_192
19,2.7970432370238996e-07,0.016261490061879158,movies,p_192
20,4.235814117237169e-07,0.015293723903596401,movies,p_192
21,8.890415870155266e-07,0.011548299342393875,movies,p_192
22,1.138356196861423e-06,0.027128130197525024,movies,p_192
23,6.063418709345569e-07,0.17361901700496674,movies,p_192
24,4.5710262952525227e-07,0.08374056220054626,movies,p_192
25,6.346731424855534e-07,0.03079926408827305,movies,p_192
26,3.884274804022425e-07,0.023233043029904366,movies,p_192
27,2.8349251124382135e-07,0.019280048087239265,movies,p_192
28,3.829383956599486e-07,0.025004561990499496,movies,p_192
29,8.58061184771941e-07,0.021369092166423798,movies,p_192
30,2.271441275070174e-07,0.062074847519397736,movies,p_192
31,4.273136511301345e-08,0.11933637410402298,movies,p_192
0,1.542698981893409e-07,0.012426088564097881,movies,p_193
1,3.777924817427447e-08,0.017869412899017334,movies,p_193
2,4.740704184769129e-08,0.014099572785198689,movies,p_193
3,7.484097608312368e-08,0.014505363069474697,movies,p_193
4,1.2176094799087878e-07,0.009598664939403534,movies,p_193
5,7.531444623509742e-08,0.009780536405742168,movies,p_193
6,1.8715844873895549e-07,0.005193207412958145,movies,p_193
7,1.0702154185082691e-07,0.01666678488254547,movies,p_193
8,4.125556074541237e-08,0.011078093200922012,movies,p_193
9,2.130033216474203e-08,0.011231876909732819,movies,p_193
10,2.4265078835128406e-08,0.046093568205833435,movies,p_193
11,1.5750532611491508e-07,0.014260308817029,movies,p_193
12,3.9944836771610426e-07,0.011921496130526066,movies,p_193
13,3.003527240252879e-07,0.019619911909103394,movies,p_193
14,4.9808274837914723e-08,0.019817732274532318,movies,p_193
15,8.869537282407691e-08,0.005652058403939009,movies,p_193
16,1.0943515604822096e-07,0.013438316993415356,movies,p_193
17,1.0662726026566816e-06,0.02452809549868107,movies,p_193
18,4.4255287434680213e-07,0.018297428265213966,movies,p_193
19,5.315862949828443e-07,0.017643209546804428,movies,p_193
20,5.47362162706122e-07,0.024644212797284126,movies,p_193
21,2.167494585592067e-06,0.04674021527171135,movies,p_193
22,3.59196201316081e-06,0.07883398234844208,movies,p_193
23,1.6430978575954214e-05,0.15604770183563232,movies,p_193
24,1.8017364709521644e-05,0.14727100729942322,movies,p_193
25,1.0914898666669615e-05,0.16417723894119263,movies,p_193
26,1.1754505976568907e-05,0.056061871349811554,movies,p_193
27,4.0997256292030215e-05,0.23873069882392883,movies,p_193
28,3.1675929221819388e-06,0.7489882111549377,movies,p_193
29,2.8504632609838154e-06,0.7815836071968079,movies,p_193
30,5.439706728793681e-05,0.8249896168708801,movies,p_193
31,0.0011150017380714417,0.34109097719192505,movies,p_193
0,1.7774285879568197e-05,0.013037797063589096,movies,p_194
1,8.198240720957983e-06,0.021662253886461258,movies,p_194
2,1.0147949751626584e-06,0.006878755986690521,movies,p_194
3,1.7815913224694668e-06,0.01606191135942936,movies,p_194
4,4.777305730385706e-05,0.012020585127174854,movies,p_194
5,2.92929162242217e-05,0.008264834992587566,movies,p_194
6,3.5859869967680424e-05,0.013367926701903343,movies,p_194
7,5.676440650859149e-06,0.03599638491868973,movies,p_194
8,3.536652002367191e-06,0.01571524702012539,movies,p_194
9,6.063499768060865e-06,0.021041808649897575,movies,p_194
10,4.934906246489845e-05,0.007613066118210554,movies,p_194
11,0.00011308459943393245,0.013767272233963013,movies,p_194
12,2.530029996705707e-05,0.018070906400680542,movies,p_194
13,3.4711099488049513e-06,0.010093629360198975,movies,p_194
14,9.659502211434301e-06,0.0124391820281744,movies,p_194
15,1.532702754047932e-06,0.0077931820414960384,movies,p_194
16,4.66894380224403e-06,0.008027611300349236,movies,p_194
17,3.5282942008052487e-06,0.03323965519666672,movies,p_194
18,2.2633259959548013e-06,0.022318648174405098,movies,p_194
19,4.5666415644518565e-06,0.022169139236211777,movies,p_194
20,6.570055575139122e-06,0.04712598770856857,movies,p_194
21,4.144178092246875e-06,0.043589960783720016,movies,p_194
22,1.2439147212717216e-05,0.022748466581106186,movies,p_194
23,1.4863133401377127e-05,0.026872768998146057,movies,p_194
24,8.604481990914792e-06,0.04033847525715828,movies,p_194
25,3.7752879507024772e-06,0.022574257105588913,movies,p_194
26,8.286208867502864e-06,0.023177100345492363,movies,p_194
27,1.0182245205214713e-05,0.05829933285713196,movies,p_194
28,2.4306405066454317e-06,0.4227907359600067,movies,p_194
29,3.7674440136470366e-06,0.401040256023407,movies,p_194
30,2.9037626063654898e-06,0.7201761603355408,movies,p_194
31,8.326218448928557e-06,0.29438942670822144,movies,p_194
0,2.520162922792224e-07,0.013142835348844528,movies,p_195
1,6.129587148961946e-08,0.02183915674686432,movies,p_195
2,2.1637988538714126e-06,0.011155249550938606,movies,p_195
3,5.882266577827977e-06,0.010737401433289051,movies,p_195
4,1.880798095044156e-06,0.00793168693780899,movies,p_195
5,7.578949862363515e-06,0.021586447954177856,movies,p_195
6,9.12964424060192e-06,0.018256887793540955,movies,p_195
7,2.85389751297771e-06,0.018212104216217995,movies,p_195
8,3.7021283105787006e-07,0.017532913014292717,movies,p_195
9,1.2221432825754164e-06,0.009747002273797989,movies,p_195
10,3.854542683257023e-06,0.022341642528772354,movies,p_195
11,7.266499778779689e-06,0.035256657749414444,movies,p_195
12,2.0056961602676893e-06,0.03447047621011734,movies,p_195
13,6.426405889214948e-06,0.011774265207350254,movies,p_195
14,5.260404122964246e-06,0.013374860398471355,movies,p_195
15,1.9491675629979e-05,0.01647139899432659,movies,p_195
16,0.0002512886421754956,0.027035856619477272,movies,p_195
17,0.00047092008753679693,0.03964701667428017,movies,p_195
18,0.0003355504886712879,0.01690046489238739,movies,p_195
19,0.0018541802419349551,0.019561322405934334,movies,p_195
20,0.0026026966515928507,0.01590355671942234,movies,p_195
21,0.0008301659254357219,0.031884923577308655,movies,p_195
22,0.0018569263629615307,0.018578404560685158,movies,p_195
23,0.0017932556802406907,0.016090139746665955,movies,p_195
24,0.002275646897032857,0.012419653125107288,movies,p_195
25,0.0008064765715971589,0.01495219487696886,movies,p_195
26,0.0010621751425787807,0.008201010525226593,movies,p_195
27,0.0006893769023008645,0.04912416636943817,movies,p_195
28,0.0004744559701066464,0.09585846215486526,movies,p_195
29,0.0008233680855482817,0.04060475900769234,movies,p_195
30,9.160134504782036e-05,0.03025149181485176,movies,p_195
31,8.854607585817575e-06,0.3783859312534332,movies,p_195
0,3.810007456195308e-07,0.016314107924699783,movies,p_196
1,4.900736598756339e-07,0.008695139549672604,movies,p_196
2,1.9037509346730985e-08,0.02765362523496151,movies,p_196
3,5.44710321292996e-09,0.016575943678617477,movies,p_196
4,5.122843305116476e-08,0.0075630806386470795,movies,p_196
5,8.395278427997255e-08,0.04249265789985657,movies,p_196
6,1.0553348062103396e-07,0.016610296443104744,movies,p_196
7,8.856036970428249e-07,0.22054515779018402,movies,p_196
8,3.956153307171917e-07,0.09269969165325165,movies,p_196
9,1.3180294899939327e-07,0.13454759120941162,movies,p_196
10,1.1211563588631179e-07,0.02818123623728752,movies,p_196
11,7.157569825722021e-08,0.01053750142455101,movies,p_196
12,5.647501311045744e-08,0.02399778738617897,movies,p_196
13,2.3370853341475595e-07,0.01894562877714634,movies,p_196
14,2.0232734243563755e-07,0.011955265887081623,movies,p_196
15,5.481392122419493e-07,0.010344626381993294,movies,p_196
16,8.161722462318721e-07,0.011531694792211056,movies,p_196
17,1.557608356961282e-06,0.01453534048050642,movies,p_196
18,4.8433889787702356e-06,0.006801199167966843,movies,p_196
19,4.410819201439153e-06,0.010010956786572933,movies,p_196
20,9.211816177412402e-06,0.013190166093409061,movies,p_196
21,8.09352786745876e-06,0.02579346112906933,movies,p_196
22,7.615357390022837e-06,0.07375998795032501,movies,p_196
23,3.978577751695411e-06,0.35859251022338867,movies,p_196
24,2.865085889425245e-06,0.2504791021347046,movies,p_196
25,3.998774445790332e-06,0.2474057376384735,movies,p_196
26,5.026571216149023e-06,0.08152405917644501,movies,p_196
27,3.9153969737526495e-06,0.05768124386668205,movies,p_196
28,2.1428318177640904e-06,0.198201984167099,movies,p_196
29,1.378936190121749e-06,0.08724676817655563,movies,p_196
30,5.390557817008812e-06,0.17175932228565216,movies,p_196
31,1.2982719454157632e-05,0.06371500343084335,movies,p_196
0,3.018403731402941e-06,0.016314107924699783,movies,p_197
1,4.360796992841642e-06,0.008695139549672604,movies,p_197
2,1.3059856200925424e-06,0.02765362523496151,movies,p_197
3,3.0738360123905295e-07,0.016575943678617477,movies,p_197
4,6.165698778204387e-07,0.0075630806386470795,movies,p_197
5,1.0320142109776498e-06,0.04249265789985657,movies,p_197
6,2.0560385110002244e-06,0.016610296443104744,movies,p_197
7,1.8901728253695183e-06,0.22054515779018402,movies,p_197
8,3.1535341804556083e-07,0.09269969165325165,movies,p_197
9,6.883873311380739e-07,0.13454759120941162,movies,p_197
10,1.1037770946131786e-06,0.02818123623728752,movies,p_197
11,9.641571097063206e-08,0.01053750142455101,movies,p_197
12,6.847545250820986e-07,0.02399778738617897,movies,p_197
13,3.0023443287063856e-06,0.01894562877714634,movies,p_197
14,3.7456577501870925e-06,0.011955265887081623,movies,p_197
15,2.6009286102635087e-06,0.010344626381993294,movies,p_197
16,3.710351393237943e-06,0.011531694792211056,movies,p_197
17,2.5699655452626757e-06,0.01453534048050642,movies,p_197
18,6.612347078771563e-07,0.006801199167966843,movies,p_197
19,3.35440654453123e-06,0.010010956786572933,movies,p_197
20,8.417731578447274e-07,0.013190166093409061,movies,p_197
21,1.3397392422120902e-06,0.02579346112906933,movies,p_197
22,1.9433120996836806e-06,0.07375998795032501,movies,p_197
23,2.4106200271489797e-06,0.35859251022338867,movies,p_197
24,2.473368112987373e-06,0.2504791021347046,movies,p_197
25,1.1928320873266784e-06,0.2474057376384735,movies,p_197
26,2.443907533233869e-06,0.08152405917644501,movies,p_197
27,1.1314539278828306e-06,0.05768124386668205,movies,p_197
28,8.817965522212035e-07,0.198201984167099,movies,p_197
29,1.2125569810450543e-06,0.08724676817655563,movies,p_197
30,2.3532237491963315e-07,0.17175932228565216,movies,p_197
31,2.4415533061983297e-07,0.06371500343084335,movies,p_197
0,2.5413748971914174e-06,0.016314107924699783,movies,p_198
