layer,ground_truth_prob,top_1_prob,category,prompt_id
0,7.51153891087597e-07,0.012917455285787582,indigenous_peoples,p_32
1,7.2544179374745e-07,0.018760070204734802,indigenous_peoples,p_32
2,1.1357006712842121e-07,0.0064043328166007996,indigenous_peoples,p_32
3,4.2192748850311546e-08,0.0159914568066597,indigenous_peoples,p_32
4,7.245200208672031e-07,0.017828555777668953,indigenous_peoples,p_32
5,1.0901026143983472e-06,0.007392581086605787,indigenous_peoples,p_32
6,2.784058210636431e-07,0.011164936237037182,indigenous_peoples,p_32
7,1.8162490960094146e-06,0.032142385840415955,indigenous_peoples,p_32
8,1.0918770385615062e-06,0.023636585101485252,indigenous_peoples,p_32
9,1.2389657513267593e-06,0.06478222459554672,indigenous_peoples,p_32
10,9.745490388013422e-06,0.007311530876904726,indigenous_peoples,p_32
11,1.8957225620397367e-06,0.008148754015564919,indigenous_peoples,p_32
12,4.215723038214492e-06,0.034247905015945435,indigenous_peoples,p_32
13,4.980116727892892e-07,0.01190165989100933,indigenous_peoples,p_32
14,1.7220464769707178e-06,0.010500871576368809,indigenous_peoples,p_32
15,1.117104488912446e-06,0.033544622361660004,indigenous_peoples,p_32
16,1.245606995325943e-06,0.010302857495844364,indigenous_peoples,p_32
17,3.8028401831979863e-06,0.022533556446433067,indigenous_peoples,p_32
18,4.1359576243849006e-06,0.034652333706617355,indigenous_peoples,p_32
19,4.513961812335765e-06,0.01429081056267023,indigenous_peoples,p_32
20,2.4996334104798734e-06,0.014595773071050644,indigenous_peoples,p_32
21,6.0140878304082435e-06,0.006349115166813135,indigenous_peoples,p_32
22,8.311785677506123e-06,0.0123365493491292,indigenous_peoples,p_32
23,5.661834620696027e-06,0.01691151037812233,indigenous_peoples,p_32
24,3.363147470736294e-06,0.010913076810538769,indigenous_peoples,p_32
25,5.0055446081387345e-06,0.010894292034208775,indigenous_peoples,p_32
26,5.681709808413871e-06,0.017434025183320045,indigenous_peoples,p_32
27,1.2069445801898837e-05,0.006808025296777487,indigenous_peoples,p_32
28,1.0990390364895575e-05,0.08704013377428055,indigenous_peoples,p_32
29,1.2290462109376676e-05,0.10728625953197479,indigenous_peoples,p_32
30,5.247164153843187e-06,0.6375332474708557,indigenous_peoples,p_32
31,6.088190730224596e-06,0.16173778474330902,indigenous_peoples,p_32
0,1.3564293510626158e-07,0.014322495087981224,indigenous_peoples,p_33
1,1.840639924921561e-07,0.01750502549111843,indigenous_peoples,p_33
2,3.2588003406885946e-09,0.011788596399128437,indigenous_peoples,p_33
3,9.441385451225415e-09,0.016778701916337013,indigenous_peoples,p_33
4,4.6840455958374605e-09,0.015619073063135147,indigenous_peoples,p_33
5,1.3913975749346719e-08,0.006675491109490395,indigenous_peoples,p_33
6,1.6650531620143738e-07,0.025442468002438545,indigenous_peoples,p_33
7,3.395126668692683e-07,0.008271126076579094,indigenous_peoples,p_33
8,2.192226133956865e-07,0.011432393454015255,indigenous_peoples,p_33
9,2.4809477139342562e-08,0.004211990162730217,indigenous_peoples,p_33
10,1.3246281582723896e-07,0.008842692710459232,indigenous_peoples,p_33
11,8.003861040606353e-08,0.016459180042147636,indigenous_peoples,p_33
12,3.802585624157473e-08,0.020722921937704086,indigenous_peoples,p_33
13,9.653049204416675e-08,0.027858775109052658,indigenous_peoples,p_33
14,4.314987833708983e-08,0.008988633751869202,indigenous_peoples,p_33
15,2.7646240852163828e-08,0.017787206918001175,indigenous_peoples,p_33
16,1.4777030266088786e-08,0.011551093310117722,indigenous_peoples,p_33
17,1.7277545794058824e-07,0.014721756801009178,indigenous_peoples,p_33
18,7.703247320023365e-07,0.01476583257317543,indigenous_peoples,p_33
19,1.8255931877320108e-07,0.00853930227458477,indigenous_peoples,p_33
20,5.957061262051866e-07,0.014254641719162464,indigenous_peoples,p_33
21,3.2826205824676435e-06,0.021237775683403015,indigenous_peoples,p_33
22,4.3260424718027934e-06,0.04647212475538254,indigenous_peoples,p_33
23,4.88255273012328e-06,0.10186087340116501,indigenous_peoples,p_33
24,7.2903139880509116e-06,0.1204412654042244,indigenous_peoples,p_33
25,9.269760084862355e-06,0.16369974613189697,indigenous_peoples,p_33
26,8.919915671867784e-06,0.12140264362096786,indigenous_peoples,p_33
27,8.228425940615125e-06,0.3449600040912628,indigenous_peoples,p_33
28,8.789841672296461e-07,0.460642009973526,indigenous_peoples,p_33
29,4.2635409158719995e-07,0.5969153642654419,indigenous_peoples,p_33
30,1.4738757272425573e-06,0.8291596174240112,indigenous_peoples,p_33
31,6.970736285438761e-05,0.2789918780326843,indigenous_peoples,p_33
0,3.9357757941616e-07,0.03672686591744423,indigenous_peoples,p_34
1,1.192445097331074e-06,0.01234213262796402,indigenous_peoples,p_34
2,4.7065415742508776e-07,0.007146868854761124,indigenous_peoples,p_34
3,1.1010343570205805e-07,0.02070847526192665,indigenous_peoples,p_34
4,2.514296966182883e-07,0.010795604437589645,indigenous_peoples,p_34
5,1.8023007442025119e-07,0.011942951008677483,indigenous_peoples,p_34
6,2.2053400527966005e-07,0.01036246120929718,indigenous_peoples,p_34
7,1.6399381763676502e-07,0.008287412114441395,indigenous_peoples,p_34
8,1.5663283647882054e-06,0.011013826355338097,indigenous_peoples,p_34
9,2.8253502932784613e-06,0.009315037168562412,indigenous_peoples,p_34
10,2.7766702714870917e-06,0.012164423242211342,indigenous_peoples,p_34
11,1.550119009152695e-06,0.01504402793943882,indigenous_peoples,p_34
12,1.716891802061582e-06,0.034267064183950424,indigenous_peoples,p_34
13,2.141053528248449e-06,0.008602609857916832,indigenous_peoples,p_34
14,1.314518794970354e-05,0.010126766748726368,indigenous_peoples,p_34
15,6.305595434241695e-06,0.01995192840695381,indigenous_peoples,p_34
16,1.4535721675201785e-05,0.013407408259809017,indigenous_peoples,p_34
17,4.244560841470957e-05,0.007779540494084358,indigenous_peoples,p_34
18,2.0771614799741656e-05,0.1278611719608307,indigenous_peoples,p_34
19,7.494043529732153e-06,0.0991070345044136,indigenous_peoples,p_34
20,1.9828173662972404e-06,0.09455705434083939,indigenous_peoples,p_34
21,3.384396450201166e-06,0.05676821246743202,indigenous_peoples,p_34
22,3.186443791491911e-06,0.08491586893796921,indigenous_peoples,p_34
23,2.678730425031972e-06,0.15311911702156067,indigenous_peoples,p_34
24,8.920632353692781e-06,0.10969960689544678,indigenous_peoples,p_34
25,1.3078590200166218e-05,0.17720936238765717,indigenous_peoples,p_34
26,0.00015802645066287369,0.13781164586544037,indigenous_peoples,p_34
27,9.582811617292464e-05,0.18225635588169098,indigenous_peoples,p_34
28,7.541623199358582e-05,0.16977906227111816,indigenous_peoples,p_34
29,0.00010567494609858841,0.3254115879535675,indigenous_peoples,p_34
30,0.00013748569472227246,0.11403422802686691,indigenous_peoples,p_34
31,1.2466236512409523e-05,0.37664347887039185,indigenous_peoples,p_34
0,6.648032240264001e-07,0.03672686591744423,indigenous_peoples,p_35
1,5.17371461228322e-07,0.01234213262796402,indigenous_peoples,p_35
2,1.7538530627803084e-08,0.007146868854761124,indigenous_peoples,p_35
3,1.4666940550966956e-08,0.02070847526192665,indigenous_peoples,p_35
4,4.5305039719778506e-08,0.010795604437589645,indigenous_peoples,p_35
5,2.758664408020195e-08,0.011942951008677483,indigenous_peoples,p_35
6,6.43741131511888e-08,0.01036246120929718,indigenous_peoples,p_35
7,3.129859038608629e-08,0.008287412114441395,indigenous_peoples,p_35
