category,prompt,ground_truth,prediction,judge_score,judge_raw,f1_score,substring_accuracy
indigenous_peoples,categoría principal del tema de Pueblos Originarios de Argentina es,Categoría:Pueblos indígenas de Argentina,La categoría principal del tema de Pueblos Originarios de Argentina es la Antropología y la Historia de las culturas indígenas que habitan en Argentina desde antes de la llegada de los europeos.,0,"{""score"": 0}",0.16666666666666666,0
indigenous_peoples,nombrado en referencia a de Paseo de las Tres Culturas es,Pueblos Originarios de Argentina,"El Paseo de las Tres Culturas es un paseo ubicado en el municipio de Xochimilco, en la Ciudad de México. Se encuentra en el lugar donde se encuentran las ruinas de la antigua ciudad azteca de Tenochtitlán, el monasterio de San Francisco de Asís, y el jardín de Cuauhtémoc. 

En referencia a este lugar, se puede nombrar a:

- La Calzada de Moctezuma
- El Paseo de Cuauhtémoc
- El Paseo de las Tres Culturas (es el nombre oficial)
- El Paseo de los Monjes
- El Paseo de la Tres Culturas",0,"{""score"": 0}",0.02197802197802198,0
indigenous_peoples,imagen de shipibo-conibo es,Shipibo ladies.jpg,"El pueblo Shipibo-Conibo es una etnia indígena que habita en la selva peruana, específicamente en la región de Ucayali y Loreto, en el Perú. A continuación, te presento una imagen general de esta comunidad:

**Aspectos culturales**

*   El pueblo Shipibo-Conibo es conocido por su rica tradición cultural y su conexión profunda con la naturaleza.
*   Su idioma es el shipibo, aunque muchos de ellos también hablan español.
*   Su religión tradicional es una forma de animismo, donde creen que todos los seres vivos tienen un espíritu y una energía que los conecta con la naturaleza.
*   El arte shipibo es famoso por sus diseños geométricos y florales, que se utilizan en textiles, cerámica y otros objetos de arte.

**Artesanías**

*",0,"{""score"": 0}",0.017094017094017096,0
indigenous_peoples,imagen de shipibo-conibo es,Céramique Shipibo-Conibo de Celia Vasquez.jpg,"El pueblo Shipibo-Conibo es un grupo étnico que habita en la región de Ucayali, en el departamento de Loreto, Perú. A continuación, te presento algunas características y elementos culturales de este pueblo:

 **Arte y Diseño**: El arte Shipibo-Conibo es famoso por sus diseños geométricos y abstractos, que se utilizan en la ornamentación de objetos como textiles, cerámica y madera. Estos diseños a menudo representan serpientes, jaguares, árboles y otros elementos de la naturaleza.

 **Máscaras**: Las máscaras Shipibo-Conibo son famosas por su belleza y complejidad. Estas máscaras se utilizan en rituales y ceremonias para representar a seres espirituales y animales.

 **Textiles**: Los textiles Shipibo-Conibo son conocidos por su belle",0,"{""score"": 0}",0.035398230088495575,0
indigenous_peoples,descrito en la fuente de shipibo-conibo es,Encyclopædia Britannica (11ª edición),"No tengo información sobre una fuente específica llamada ""shipibo-conibo"". Sin embargo, puedo proporcionarte información sobre el pueblo Shipibo-Conibo.

El pueblo Shipibo-Conibo es un grupo étnico que habita en la región de Loreto, en el Perú, específicamente en la cuenca del río Ucayali y sus afluentes. El nombre ""Shipibo-Conibo"" se refiere a dos grupos étnicos que se han fusionado en la actualidad: los Shipibo y los Conibo.

La lengua Shipibo-Conibo es una lengua aislada que pertenece a la familia lingüística pano-tacana. Es una lengua compleja y rica en símbolos y metáforas, y es considerada una de las lenguas más importantes de la región amazónica.

El pueblo Shipibo-Conibo tiene una rica tradición cultural y es conoc",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría principal del tema de shipibo-conibo es,Categoría:Pueblo shipibo-conibo,"La categoría principal del tema de Shipibo-Conibo es la cultura y etnología de los Shipibo-Conibo, un pueblo indígena que habita en la selva amazónica, principalmente en el Perú.",1,"{""score"": 1}",0.06666666666666667,0
indigenous_peoples,estado del idioma en Ethnologue de bora es,7 en transición,"Según el Ethnologue, el idioma Bora es clasificado como una lengua extinta, aunque todavía hay algunas personas que lo hablan como segunda lengua. El código ISO 639-3 del Bora es ""boc"" y se clasifica dentro de la familia lingüística arawak.

A continuación, te proporciono información actualizada sobre el estado del idioma Bora según el Ethnologue:

- **Estatus:** Extinto (pero aún hablado como segunda lengua)
- **Código ISO 639-3:** boc
- **Familia lingüística:** Arawak
- **País:** Perú
- **Nivel de vitalidad:** Extinto (pero aún hablado como segunda lengua)
- **Nivel de documentación:** Fuente documentada (hay una gran cantidad de textos escritos en esta lengua)
- **Nivel de ecual",0,"{""score"": 0}",0.019417475728155338,0
indigenous_peoples,país de bora es,Colombia,No puedo identificar el país de Bora.,0,"{""score"": 0}",0.0,0
indigenous_peoples,"lenguas habladas, escritas o signadas de bora es",español,"La lengua bora es una lengua aborígen de Australia, hablada por el pueblo bora, que se encuentra en el norte de Australia, en la región de Arnhem Land, en el Territorio del Norte. La lengua bora es una de las lenguas australianas aborígenes y se considera que pertenece a la familia de lenguas pama-nyungan.

La lengua bora es una lengua compleja y rica en vocabulario, con una gran variedad de dialectos y variantes. Se habla en varias comunidades indígenas en la región de Arnhem Land, incluyendo en las aldeas de Yirrkala, Galiwinku y Milingimbi.

Entre las características destacadas de la lengua bora se encuentran:

1. **Sistema de escritura**: La lengua bora tiene un sistema",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría en Commons de bora es,Bora people,"La categoría en Commons de Wikipedia que se refiere a Bora es ""Bora (lenguaje)"".",0,"{""score"": 0}",0.125,0
indigenous_peoples,lengua materna de Amazonian Kichwas es,quichua norteño,"La lengua materna de los pueblos Kichwa que habitan en la Amazonía es el kichwa, que es una lengua que pertenece a la familia de las lenguas quechuas. El kichwa es una lengua indígena que se habla en varios países de América del Sur, incluyendo Ecuador, Perú, Bolivia y Colombia.

En particular, hay varias variantes del kichwa que se hablan en la Amazonía, como:

* Kichwa de la Amazonía ecuatoriana: se habla en las provincias de Sucumbíos, Orellana y Pastaza en Ecuador.
* Kichwa de la Amazonía peruana: se habla en la región de Loreto en Perú.
* Kichwa de la Amazonía colombiana: se habla en el departamento de Amazonas en Colombia.

El kichwa es una lengua rica en trad",1,"{""score"": 1}",0.0,0
indigenous_peoples,lengua materna de Amazonian Kichwas es,lenguas quechuas,"La lengua materna de los Kichwas de la Amazonía es el kichwa, que es una lengua indígena que pertenece a la familia de las lenguas quechua. El kichwa es hablado por las comunidades Kichwa en la Amazonía ecuatoriana, colombiana y peruana.",1,"{""score"": 1}",0.046511627906976744,0
indigenous_peoples,país de Amazonian Kichwas es,Colombia,"Hay varios países en América del Sur donde habitan pueblos indígenas Kichwa (también conocidos como Quichua o Kichua). Algunos de estos países son:

1.  Ecuador: El Kichwa es el idioma oficial de la provincia de Imbabura, en el norte del país.
2.  Perú: El Kichwa es hablado en la región de los Andes centrales y norte del país.
3.  Bolivia: El Kichwa es hablado en la región de los Andes occidentales del país.
4.  Colombia: El Kichwa es hablado en la región de los Andes centrales del país, especialmente en la región de Nariño.
5.  Chile: El Kichwa es hablado en la región de Arica y Parinacota, en la frontera con Per",0,"{""score"": 0}",0.017699115044247787,1
indigenous_peoples,país de Amazonian Kichwas es,Ecuador,"El territorio donde habitan los pueblos indígenas Kichwa, también conocidos como Quichua o Kichua, se encuentra en Sudamérica, específicamente en los países de:

1.  Ecuador: Es el país con la mayor cantidad de hablantes de la lengua Kichwa, que es la lengua oficial junto al español en el país.
2.  Perú: Los Kichwas viven en las regiones de Amazonas, Loreto y Ucayali.
3.  Bolivia: En la región de La Paz y el departamento del Beni.
4.  Colombia: En el departamento de Amazonas y Nariño.
5.  Brasil: En el estado de Amazonas.

Los Kichwas son una de las etnias más antiguas y numerosas de la región andina y amazónica. Su lengua y cultura están profundamente arraigadas en la",1,"{""score"": 1}",0.016949152542372885,1
indigenous_peoples,subclase de de guaraníes es,Pueblos indígenas de Brasil,"La familia lingüística guaraní es una rama de las lenguas tupí-guaraní, que se habla en varios países de América del Sur, principalmente en Paraguay y partes de Argentina, Bolivia, Brasil y Uruguay.

Algunas subclases de lenguas guaraníes son:

1.  **Lenguas guaraníes paraguayas**: Este grupo incluye el idioma guaraní paraguayo, que es la lengua oficial de Paraguay junto al español, y se habla principalmente en Paraguay.
2.  **Lenguas guaraníes brasileñas**: Estas lenguas se hablan en el estado brasileño de Mato Grosso do Sul y en algunas áreas adyacentes.
3.  **Lenguas guaraníes argentinas**: Estas lenguas se hablan en la provincia de Misiones, en la frontera con Paraguay.
4",0,"{""score"": 0}",0.03636363636363636,0
indigenous_peoples,subclase de de asháninca es,Pueblos indígenas de Brasil,"La familia Asháninca es una de las familias lingüísticas que pertenecen a la rama lingüística quechua, que a su vez forma parte de la familia lingüística quechua-aimará. A continuación, te presento algunas subclases de la familia Asháninca:

1.  **Asháninca del Urubamba**: Esta subclase se habla en la provincia de Urubamba, en la región de Cusco, Perú.
2.  **Asháninca del Pichis**: Esta subclase se habla en la provincia de Satipo, en la región de Junín, Perú.
3.  **Asháninca del Pichis-Campos**: Esta subclase se habla en la provincia de Satipo y la provincia de Satipo, en la región de Junín, Perú.
4.  **Ashán",0,"{""score"": 0}",0.019047619047619046,0
indigenous_peoples,subclase de de ticuna es,Pueblos indígenas de Brasil,"La familia Ticuna es una familia lingüística que comprende varias lenguas habladas por pueblos indígenas de América del Sur, principalmente en la Amazonia. A continuación, te menciono algunas de las subclases de la familia Ticuna:

1. **Lengua Ticuna**: Es la lengua principal de la familia Ticuna y se habla en Colombia, Brasil, Perú y Venezuela. Es una lengua aglutinante y tiene una gran complejidad gramatical.
2. **Lengua Tucano**: Se habla en Brasil y Colombia. Es una lengua que se ha influido significativamente por la lengua Ticuna.
3. **Lengua Desano**: Se habla en Colombia y Brasil. Es una lengua que se ha influido por la lengua Ticuna y la lengua Tucano.
4. **Lengua Yucuna**: Se hab",0,"{""score"": 0}",0.06722689075630252,0
indigenous_peoples,estado del idioma en Ethnologue de huambisa es,5 en desarrollo,"Según el Ethnologue, el idioma Huambisa es considerado un idioma extinto.",0,"{""score"": 0}",0.0,0
indigenous_peoples,imagen de huambisa es,Huambisa miembro del ejército del Perú.jpg,"La huambisa es una variedad de papas nativa de la región andina de América del Sur, específicamente en el norte de Perú y el sur de Ecuador. Es una de las variedades más conocidas y consumidas en estas regiones, y es muy apreciada por su sabor y textura.

La huambisa es una papas pequeña, redonda y lisa, con una piel que puede ser de color blanco, amarillo o rojo. Su carne es blanca o amarillenta y tiene un sabor suave y dulce. Se utiliza en una variedad de platillos tradicionales de la región, como la papa a la Huancaina, la papa rellena, la papa a la criolla, entre otros.

La huambisa es una fuente importante de nutrientes, incluyendo carbohidratos, fibra, potasio y vitamin",0,"{""score"": 0}",0.0310077519379845,0
indigenous_peoples,descrito en la fuente de huambisa es,Encyclopædia Britannica (11ª edición),"No tengo información sobre ""fuente de huambisa"". ¿Podrías proporcionarme más contexto o detalles sobre qué es o de dónde proviene ""huambisa""?",0,"{""score"": 0}",0.0,0
indigenous_peoples,categoría en Commons de Ava guaraníes es,Chiriguano,"La categoría en Commons de Wikimedia para los guaraníes es ""Ava Guarani"".",0,"{""score"": 0}",0.0,0
