layer,ground_truth_prob,top_1_prob,category,prompt_id
0,1.062596993506304e-06,0.01102183572947979,movies,p_224
1,6.261189611223017e-08,0.018469728529453278,movies,p_224
2,2.5905075418108936e-08,0.011119907721877098,movies,p_224
3,7.10703318418382e-08,0.017142970114946365,movies,p_224
4,3.188834440948085e-08,0.05874093621969223,movies,p_224
5,4.83833382247667e-08,0.1432211995124817,movies,p_224
6,8.901476888922844e-08,0.04475880414247513,movies,p_224
7,1.6443424044609856e-07,0.0157016608864069,movies,p_224
8,7.033926863186934e-08,0.011137477122247219,movies,p_224
9,1.5030134647986415e-07,0.013744981028139591,movies,p_224
10,6.62866739276069e-08,0.00732771772891283,movies,p_224
11,1.2140931460180582e-07,0.014881547540426254,movies,p_224
12,3.497487739423377e-07,0.035890690982341766,movies,p_224
13,1.5955279764057195e-07,0.02742825634777546,movies,p_224
14,6.910113370395266e-08,0.017744695767760277,movies,p_224
15,4.0199765294346435e-08,0.008144335821270943,movies,p_224
16,1.45708440868475e-07,0.004883115645498037,movies,p_224
17,5.175133992452174e-07,0.005429829470813274,movies,p_224
18,4.618188143012958e-08,0.009876420721411705,movies,p_224
19,2.679761124113611e-08,0.06178249791264534,movies,p_224
20,3.140193172157524e-08,0.024896448478102684,movies,p_224
21,3.208869259196945e-07,0.04448733478784561,movies,p_224
22,1.724131948321883e-07,0.025562377646565437,movies,p_224
23,3.9250363670362276e-07,0.017829542979598045,movies,p_224
24,3.3994001569226384e-07,0.0113443648442626,movies,p_224
25,4.383610132663307e-07,0.017002323642373085,movies,p_224
26,5.078585445517092e-07,0.04361564293503761,movies,p_224
27,1.788000218994057e-07,0.07543908059597015,movies,p_224
28,1.2076395705662435e-06,0.35657885670661926,movies,p_224
29,4.067102963745128e-06,0.1123630627989769,movies,p_224
30,4.982864538760623e-06,0.10720138996839523,movies,p_224
31,1.4796491996094119e-06,0.209324449300766,movies,p_224
0,9.382453214357156e-08,0.011676725931465626,movies,p_225
1,4.4057316017642734e-07,0.013610062189400196,movies,p_225
2,1.2541885325845215e-06,0.02120022103190422,movies,p_225
3,2.4199397330448846e-07,0.009838712401688099,movies,p_225
4,1.6341448372259038e-07,0.009172140620648861,movies,p_225
5,2.995103045577707e-07,0.005547381937503815,movies,p_225
6,3.1055799354362534e-07,0.007390697952359915,movies,p_225
7,3.055169202070829e-07,0.00810588151216507,movies,p_225
8,4.805691560250125e-07,0.007554303389042616,movies,p_225
9,7.683582907702657e-07,0.018640605732798576,movies,p_225
