layer,ground_truth_prob,top_1_prob,category,prompt_id
0,6.989500320742081e-07,0.029335806146264076,dances,p_96
1,8.653279905956879e-07,0.021169116720557213,dances,p_96
2,7.292477022247112e-08,0.016839854419231415,dances,p_96
3,4.621181659558715e-08,0.013703287579119205,dances,p_96
4,2.0248187126981065e-07,0.008235549554228783,dances,p_96
5,6.40897042103461e-08,0.013181878253817558,dances,p_96
6,5.484081384565798e-07,0.010336769744753838,dances,p_96
7,1.9322162359003414e-07,0.011221405118703842,dances,p_96
8,3.6436676964513026e-07,0.011459981091320515,dances,p_96
9,1.0562369823219342e-07,0.0067087216302752495,dances,p_96
10,7.454479344914944e-08,0.03458185866475105,dances,p_96
11,8.124342087967307e-08,0.13810567557811737,dances,p_96
12,3.719214021202788e-07,0.023286694660782814,dances,p_96
13,6.711056244057545e-08,0.014307115226984024,dances,p_96
14,1.201985355692159e-08,0.013328655622899532,dances,p_96
15,5.0260958062153804e-08,0.008702999912202358,dances,p_96
16,2.9207459562030635e-08,0.007461051922291517,dances,p_96
17,1.0400981409475207e-07,0.016743743792176247,dances,p_96
18,1.0595755384201766e-06,0.020727429538965225,dances,p_96
19,2.244447841803776e-06,0.06164370849728584,dances,p_96
20,2.52354720942094e-06,0.06651999056339264,dances,p_96
21,4.481498308450682e-06,0.026246141642332077,dances,p_96
22,1.4151029972708784e-05,0.03854257985949516,dances,p_96
23,1.5764077033963986e-05,0.08537586778402328,dances,p_96
24,1.4078716048970819e-05,0.11446986347436905,dances,p_96
25,7.82833740231581e-06,0.08485198765993118,dances,p_96
26,1.0518157978367526e-05,0.06295371800661087,dances,p_96
27,3.803942945523886e-06,0.3247954249382019,dances,p_96
28,1.0221768889095983e-06,0.6087508201599121,dances,p_96
29,3.8861833218106767e-07,0.7817949056625366,dances,p_96
30,5.344707915355684e-06,0.8903762102127075,dances,p_96
31,5.042201519245282e-05,0.4442358613014221,dances,p_96
0,2.4703293632910572e-08,0.018682289868593216,dances,p_97
1,1.6989790907473434e-08,0.024177439510822296,dances,p_97
2,1.9871242429303493e-08,0.012231897562742233,dances,p_97
3,2.2594424109456668e-08,0.013220679946243763,dances,p_97
4,6.595281831778266e-08,0.02699323557317257,dances,p_97
5,5.5548891708667725e-08,0.07554708421230316,dances,p_97
6,6.671018581982935e-08,0.03630874305963516,dances,p_97
7,5.114673840012074e-08,0.006833106745034456,dances,p_97
8,6.090701276662003e-08,0.02391083911061287,dances,p_97
9,8.705188037083644e-08,0.013810965232551098,dances,p_97
10,7.846446692383324e-08,0.01373698003590107,dances,p_97
11,1.2005403959847172e-07,0.011356559582054615,dances,p_97
12,3.0271817763605213e-07,0.017552070319652557,dances,p_97
13,2.2948616162921098e-07,0.020759187638759613,dances,p_97
14,3.4334635756749776e-07,0.012480477802455425,dances,p_97
15,2.506985765649006e-07,0.01552187092602253,dances,p_97
16,9.253434996026044e-08,0.009484078735113144,dances,p_97
17,1.9935379569346878e-08,0.014356383122503757,dances,p_97
18,2.027065271192896e-08,0.01243557408452034,dances,p_97
19,7.13220682513338e-09,0.024770306423306465,dances,p_97
20,1.0840606634587857e-08,0.016374794766306877,dances,p_97
21,1.0010133166815649e-08,0.034186746925115585,dances,p_97
22,1.6757102372366717e-08,0.05125992000102997,dances,p_97
23,3.707114260009803e-08,0.04744407907128334,dances,p_97
24,2.1205391220746606e-08,0.018959421664476395,dances,p_97
25,4.2009351552962926e-09,0.03027014248073101,dances,p_97
26,1.3745641069817793e-08,0.04105762019753456,dances,p_97
27,4.314683010875342e-08,0.11872279644012451,dances,p_97
28,2.0400388933694558e-08,0.5058802366256714,dances,p_97
29,2.587277769805496e-08,0.5115227103233337,dances,p_97
30,5.932234259375946e-08,0.46997466683387756,dances,p_97
31,3.9815472518967e-07,0.1599617451429367,dances,p_97
0,2.957528749902849e-06,0.029509082436561584,dances,p_98
1,1.5884243964592315e-07,0.0597166009247303,dances,p_98
2,7.063385254468812e-08,0.011718221008777618,dances,p_98
3,1.2020129780410116e-08,0.01685546338558197,dances,p_98
4,1.4567606676507694e-08,0.02107989601790905,dances,p_98
5,1.0572257025387444e-07,0.05632314458489418,dances,p_98
6,2.3811746530100208e-07,0.017346767708659172,dances,p_98
7,1.3818311117574922e-07,0.005820868071168661,dances,p_98
8,1.2563368123608143e-08,0.024455182254314423,dances,p_98
9,2.252650732614825e-09,0.01586153171956539,dances,p_98
10,1.90377669184727e-09,0.010518304072320461,dances,p_98
11,1.9484156510429784e-08,0.03301127627491951,dances,p_98
12,1.996934528847305e-08,0.01719117909669876,dances,p_98
13,6.461348345254692e-09,0.008216897957026958,dances,p_98
14,5.445726536379425e-09,0.08777960389852524,dances,p_98
15,1.1046838999106967e-08,0.02604440227150917,dances,p_98
16,1.0157055641002444e-08,0.012857908383011818,dances,p_98
17,8.056136202583275e-09,0.08206570148468018,dances,p_98
18,5.5668547105369726e-08,0.021334292367100716,dances,p_98
19,6.521740658627095e-08,0.046840276569128036,dances,p_98
20,2.614997640648653e-08,0.04223394766449928,dances,p_98
21,9.406026890701469e-08,0.027153220027685165,dances,p_98
22,2.2924095333110017e-07,0.019235985353589058,dances,p_98
23,5.61541185106762e-07,0.0628870353102684,dances,p_98
24,1.1386604228391661e-06,0.044139839708805084,dances,p_98
25,1.6671349385433132e-06,0.04628952965140343,dances,p_98
26,6.895642172821681e-07,0.026241302490234375,dances,p_98
27,6.291772365329962e-07,0.051824331283569336,dances,p_98
28,1.7432529375582817e-07,0.29286661744117737,dances,p_98
29,2.288148976958837e-07,0.5013315677642822,dances,p_98
30,1.4916726343017217e-07,0.6342461109161377,dances,p_98
31,8.201595846912824e-07,0.22603186964988708,dances,p_98
0,1.2882260307378601e-06,0.015314120799303055,dances,p_99
1,8.725296538614202e-07,0.023453660309314728,dances,p_99
2,1.4055632391318795e-07,0.010198223404586315,dances,p_99
3,2.434109802607054e-08,0.013141325674951077,dances,p_99
4,2.076067403322668e-06,0.015932707116007805,dances,p_99
5,3.3451626677560853e-06,0.01009610015898943,dances,p_99
6,2.3815923100301006e-07,0.014677610248327255,dances,p_99
7,1.4022267578184255e-06,0.05317080765962601,dances,p_99
8,3.1854455073698773e-07,0.011710585094988346,dances,p_99
9,6.766356932530471e-07,0.03683781251311302,dances,p_99
10,6.563202532561263e-06,0.012021460570394993,dances,p_99
11,1.108731794374762e-06,0.019062113016843796,dances,p_99
12,2.195734168708441e-06,0.00847256276756525,dances,p_99
13,1.1727033779607154e-06,0.005016501992940903,dances,p_99
14,1.4970032680139411e-06,0.004394375253468752,dances,p_99
15,8.368859880647506e-07,0.004101467784494162,dances,p_99
16,5.07088429912983e-07,0.005786064546555281,dances,p_99
17,5.724234597437317e-07,0.0069937026128172874,dances,p_99
18,1.159454427579476e-06,0.010934822261333466,dances,p_99
19,1.1100061101387837e-06,0.00631575845181942,dances,p_99
20,8.226078875850362e-07,0.006918688770383596,dances,p_99
21,1.916752353281481e-06,0.00982685573399067,dances,p_99
22,2.826224772434216e-06,0.022977136075496674,dances,p_99
23,1.493100398874958e-06,0.014782451093196869,dances,p_99
24,2.366099215578288e-05,0.011165534146130085,dances,p_99
25,1.819811404857319e-05,0.08498787879943848,dances,p_99
26,2.563055204518605e-05,0.020430104807019234,dances,p_99
27,2.2552550944965333e-05,0.0567910261452198,dances,p_99
28,1.568243419569626e-06,0.8634661436080933,dances,p_99
29,1.1954589353990741e-06,0.8604913353919983,dances,p_99
30,2.6310108296456747e-06,0.7828757166862488,dances,p_99
31,2.2454438294516876e-05,0.2741950452327728,dances,p_99
0,5.572096029027307e-07,0.00928197056055069,dances,p_100
1,2.0781516241186182e-07,0.017215648666024208,dances,p_100
2,5.700182370560469e-08,0.008322077803313732,dances,p_100
3,3.010956106663798e-08,0.013625041581690311,dances,p_100
4,6.905095233378233e-07,0.037036120891571045,dances,p_100
5,9.099828730541049e-07,0.01236764993518591,dances,p_100
6,1.3374591389947454e-07,0.015276748687028885,dances,p_100
7,1.0117078090843279e-06,0.029567889869213104,dances,p_100
8,4.6767121375523857e-07,0.01788770779967308,dances,p_100
