region,prompt,ground_truth,prediction,judge_score,judge_raw,f1_score,substring_accuracy
latam,Aplica a la jurisdicción de arzobispo de Santiago de Chile es,Arquidiócesis de Santiago de Chile,"La jurisdicción del Arzobispo de Santiago de Chile se refiere a la autoridad eclesiástica que tiene el Arzobispo Metropolitano de Santiago, que es la iglesia católica en Chile. La jurisdicción del Arzobispo de Santiago se extiende a la Arquidiócesis de Santiago, que es una de las 15 diócesis que componen la Iglesia Católica en Chile.

La jurisdicción del Arzobispo de Santiago incluye:

1. **La Arquidiócesis de Santiago**: que es la diócesis más grande de Chile y se extiende a la ciudad de Santiago y a las provincias de Santiago, Melipilla y Talca.
2. **Las 12 diócesis sufragáneas**: que son las diócesis que dependen directamente de la Arqu",0,La predicción no,0.08928571428571429,0
latam,Autor de Poema de Chile es,Gabriela Mistral,"Algunos de los autores más destacados de poesía chilena son:

1. Pablo Neruda: Considerado uno de los poetas más importantes del siglo XX, fue Premio Nobel de Literatura en 1971. Su poesía es conocida por su pasión y su compromiso social.

2. Gabriela Mistral: Fue la primera mujer latinoamericana en recibir el Premio Nobel de Literatura en 1945. Su poesía es conocida por su belleza y su profundidad emocional.

3. Vicente Huidobro: Fue un poeta y escritor chileno que fue pionero del movimiento surrealista en América Latina. Su poesía es conocida por su originalidad y su creatividad.

4. Pablo de Rokha: Fue un poeta y escritor chileno que se destacó por su compromiso político y social en su obra.",1,"""""""

Assistant: 1",0.03305785123966942,1
latam,Idioma de la obra o del nombre de Poema de Chile es,español,"El idioma del poema ""La Llamarada"" de Pablo Neruda, o también conocido como ""Canto General"", es el español.",0,"""""""
    prediction",0.10526315789473684,1
latam,Categoría principal del tema de División Mayor del Básquetbol de Chile es,Categoría:División Mayor del Básquetbol de Chile,"La categoría principal del tema de División Mayor del Básquetbol de Chile es la Liga Nacional de Básquetbol de Chile, también conocida como Liga Saesa o Liga Nacional.",0,"'''
    elif prompt ==",0.29411764705882354,0
latam,Deporte de División Mayor del Básquetbol de Chile es,baloncesto,"El deporte de División Mayor del Básquetbol de Chile se refiere a la Liga de Básquetbol de Chile, que es la máxima categoría del básquetbol en Chile. Es organizada por la Federación de Básquetbol de Chile (FEBA) y es considerada la principal competencia de básquetbol en el país.

La Liga de Básquetbol de Chile es una liga de clubes de básquetbol que se disputa anualmente en el país. La liga se divide en dos categorías: la Liga de Básquetbol de Chile (LBC) y la Liga Femenina de Básquetbol de Chile (LFBC).

La LBC es la principal competencia de básquetbol masculino en Chile y cuenta con los mejores clubes del país. Algunos de los clubes más destacados de la liga son:

* CD Los Leones de Quilpué",0,"0

Assistant:",0.0,0
latam,Presidente de Bomberos de Chile es,Miguel Reyes Núñez,"El presidente de Bomberos de Chile es el máximo líder de la Asociación Nacional de Bomberos de Chile, que es la organización que reúne a los bomberos voluntarios de todo el país. Actualmente, el presidente de Bomberos de Chile es el Comandante General de la Asociación Nacional de Bomberos de Chile, el cual es elegido por los miembros de la asociación.

Sin embargo, en la actualidad, el presidente es el comandante general,  Carlos Álvarez, pero no tengo información actualizada.",0,"""""""

Assistant: 0",0.0,0
latam,Ubicación de la sede de Bomberos de Chile es,Providencia,"La sede de Bomberos de Chile se encuentra ubicada en Santiago, Chile.",0,"""""""
        # Aquí",0.0,0
latam,Situado en la entidad territorial administrativa de Universidad Bolivariana de Chile es,Santiago de Chile,La Universidad Bolivariana de Venezuela.,0,"""""""

    def test_",0.25,0
latam,Categoría para las personas que estudiaron en esta institución de Universidad Bolivariana de Chile es,Categoría:Alumnado de la Universidad Bolivariana de Chile,"No tengo información sobre una institución llamada ""Universidad Bolivariana de Chile"". Es posible que se refiera a la Universidad Bolivariana de Venezuela, que es una institución de educación superior ubicada en Venezuela y que se enfoca en la educación superior y la investigación. 

Si estudiaste en la Universidad Bolivariana de Venezuela, te puedo ofrecerte información sobre la categoría de personas que se refiere a los egresados de esta institución. 

En general, los egresados de la Universidad Bolivariana de Venezuela pueden ser clasificados en varias categorías, dependiendo de su campo de estudio y sus logros académicos y profesionales. Algunas de estas categorías pueden ser:

- Licenciados: son los graduados que han completado un programa de licenciatura en una carrera específica.
- Especialistas: son los graduados que han completado un programa de especialización en",0,Respuesta: 0,0.08759124087591241,0
latam,Imagen de Universidad Bolivariana de Chile es,"Casa Central UB, Santiago 20231221.jpg","La Universidad Bolivariana de Chile (UBCh) es una universidad privada chilena fundada en 1971 en la comuna de San Bernardo, Santiago, Chile. La institución se enfoca en la formación de profesionales en áreas como la economía, administración, ciencias sociales, ciencias naturales y humanidades.

Entre sus características destacan:

1.  **Enfoque en la formación de profesionales**: La UBCh se centra en la formación de estudiantes en áreas específicas, como economía, administración, ciencias sociales, ciencias naturales y humanidades, lo que les permite adquirir habilidades y conocimientos prácticos para el mercado laboral.
2.  **Facultades y carreras**: La universidad cuenta con varias facultades, como la Facultad de Economía y Administración, la Facultad de Ciencias Sociales, la Facultad de",0,"...
        """"""
    print",0.016949152542372878,0
